issue_type,latitude,longitude,date,data_source
Nuisance,32.3451478,-86.2804875,2021/6/28 15:01,311_Service_Request
Nuisance,32.3419094,-86.3238867,2021/6/28 15:02,311_Service_Request
Nuisance,32.342014,-86.324096,2021/6/28 15:03,311_Service_Request
Nuisance,32.3419065,-86.3243918,2021/6/28 15:04,311_Service_Request
Nuisance,32.3010617,-86.3400345,2021/6/28 15:07,311_Service_Request
Nuisance,32.3456445,-86.2396867,2021/6/28 15:10,311_Service_Request
Nuisance,32.3088007,-86.2617871,2021/6/28 15:13,311_Service_Request
Nuisance,32.3748976,-86.3334377,2021/6/28 15:17,311_Service_Request
Nuisance,32.3479312,-86.2556777,2021/6/28 15:51,311_Service_Request
Nuisance,32.3527905,-86.3241675,2021/6/28 15:58,311_Service_Request
Nuisance,32.3609826,-86.3041356,2021/6/28 16:04,311_Service_Request
Nuisance,32.360778,-86.3031869,2021/6/28 16:06,311_Service_Request
Nuisance,32.3610396,-86.3045716,2021/6/28 16:07,311_Service_Request
Nuisance,32.3613351,-86.304096,2021/6/28 16:07,311_Service_Request
Nuisance,32.3627497,-86.304096,2021/6/28 16:09,311_Service_Request
Nuisance,32.3630819,-86.3041158,2021/6/28 16:10,311_Service_Request
Nuisance,32.3631376,-86.30408,2021/6/28 16:10,311_Service_Request
Nuisance,32.3639409,-86.303834,2021/6/28 16:12,311_Service_Request
Nuisance,32.4236645,-86.2940672,2021/6/28 17:14,311_Service_Request
Nuisance,32.4233123,-86.2941068,2021/6/28 17:15,311_Service_Request
Nuisance,32.3575299,-86.2888736,2021/6/28 18:30,311_Service_Request
Nuisance,32.3528918,-86.3375771,2021/6/28 18:32,311_Service_Request
Nuisance,32.3483153,-86.2202567,2021/6/28 18:38,311_Service_Request
Nuisance,32.3463661,-86.3633419,2021/6/28 18:39,311_Service_Request
Nuisance,32.3542466,-86.2035199,2021/6/28 18:54,311_Service_Request
Nuisance,32.347249,-86.331316,2021/6/28 18:57,311_Service_Request
Nuisance,32.3981844,-86.2466313,2021/6/28 18:57,311_Service_Request
Nuisance,32.3479444,-86.3027484,2021/6/28 19:07,311_Service_Request
Nuisance,32.3226524,-86.3194723,2021/6/28 19:16,311_Service_Request
Nuisance,32.4280324,-86.220753,2021/6/28 19:17,311_Service_Request
Clean Inlets,32.3237816,-86.3142021,2021/6/28 20:01,311_Service_Request
Nuisance,32.3782678,-86.1522429,2021/6/28 21:07,311_Service_Request
Nuisance,32.3539766,-86.3249706,2021/6/28 21:40,311_Service_Request
Nuisance,32.3873512,-86.278584,2021/6/29 11:43,311_Service_Request
Nuisance,32.322665,-86.315713,2021/6/29 12:21,311_Service_Request
Nuisance,32.3237146,-86.3164608,2021/6/29 12:22,311_Service_Request
Nuisance,32.3394915,-86.1959528,2021/6/29 12:37,311_Service_Request
Nuisance,32.3683474,-86.3301101,2021/6/29 13:21,311_Service_Request
Clean Inlets,32.3659015,-86.2653968,2021/6/29 13:23,311_Service_Request
Nuisance,32.3366243,-86.264306,2021/6/29 13:28,311_Service_Request
Nuisance,32.382652,-86.19774,2021/6/29 13:38,311_Service_Request
Nuisance,32.4004865,-86.2602003,2021/6/29 13:45,311_Service_Request
Nuisance,32.4002542,-86.261311,2021/6/29 13:45,311_Service_Request
Nuisance,32.3890309,-86.1770101,2021/6/29 13:59,311_Service_Request
Nuisance,32.3682097,-86.2567489,2021/6/29 14:19,311_Service_Request
Nuisance,32.3802431,-86.256372,2021/6/29 14:20,311_Service_Request
Nuisance,32.3735577,-86.2552413,2021/6/29 14:21,311_Service_Request
Nuisance,32.3730641,-86.2557372,2021/6/29 14:21,311_Service_Request
Nuisance,32.3717443,-86.2552016,2021/6/29 14:21,311_Service_Request
Nuisance,32.3690718,-86.2530195,2021/6/29 14:22,311_Service_Request
Nuisance,32.3884244,-86.2557967,2021/6/29 14:40,311_Service_Request
Clean Inlets,32.3931296,-86.2001838,2021/6/29 14:45,311_Service_Request
Nuisance,32.3863779,-86.2747968,2021/6/29 14:48,311_Service_Request
Nuisance,32.3442216,-86.2179151,2021/6/29 14:52,311_Service_Request
Nuisance,32.3842711,-86.2813004,2021/6/29 14:56,311_Service_Request
Nuisance,32.391811,-86.281286,2021/6/29 14:59,311_Service_Request
Nuisance,32.3913439,-86.280256,2021/6/29 15:00,311_Service_Request
Nuisance,32.391413,-86.280255,2021/6/29 15:02,311_Service_Request
Nuisance,32.3270505,-86.3118046,2021/6/29 15:05,311_Service_Request
Nuisance,32.3270525,-86.311111,2021/6/29 15:09,311_Service_Request
Nuisance,32.3270898,-86.3108733,2021/6/29 15:10,311_Service_Request
Nuisance,32.3270851,-86.3107147,2021/6/29 15:10,311_Service_Request
Nuisance,32.3642006,-86.3098825,2021/6/29 15:11,311_Service_Request
Nuisance,32.3845839,-86.2814193,2021/6/29 15:11,311_Service_Request
Nuisance,32.364154,-86.3096769,2021/6/29 15:12,311_Service_Request
Nuisance,32.364152,-86.309506,2021/6/29 15:13,311_Service_Request
Nuisance,32.3274924,-86.3110318,2021/6/29 15:13,311_Service_Request
Nuisance,32.364151,-86.309339,2021/6/29 15:13,311_Service_Request
Nuisance,32.3274651,-86.3108534,2021/6/29 15:13,311_Service_Request
Nuisance,32.3560672,-86.2372711,2021/6/29 15:16,311_Service_Request
Nuisance,32.3981957,-86.2447269,2021/6/29 15:36,311_Service_Request
Nuisance,32.4081375,-86.2753916,2021/6/29 15:38,311_Service_Request
Nuisance,32.408177,-86.275233,2021/6/29 15:39,311_Service_Request
Nuisance,32.4078525,-86.2747174,2021/6/29 15:39,311_Service_Request
Nuisance,32.4080246,-86.2745588,2021/6/29 15:40,311_Service_Request
Nuisance,32.3873011,-86.2866533,2021/6/29 15:56,311_Service_Request
Nuisance,32.3959976,-86.2964953,2021/6/29 15:56,311_Service_Request
Nuisance,32.3871092,-86.2861379,2021/6/29 15:58,311_Service_Request
Nuisance,32.341173,-86.1679831,2021/6/29 16:09,311_Service_Request
Nuisance,32.3356504,-86.3132907,2021/6/29 16:16,311_Service_Request
Nuisance,32.319926,-86.2942258,2021/6/29 16:21,311_Service_Request
Nuisance,32.3129238,-86.245679,2021/6/29 16:45,311_Service_Request
Nuisance,32.3129993,-86.2452425,2021/6/29 16:46,311_Service_Request
Nuisance,32.4009868,-86.1984362,2021/6/29 16:50,311_Service_Request
Nuisance,32.3999562,-86.1979596,2021/6/29 16:51,311_Service_Request
Nuisance,32.401406,-86.2006207,2021/6/29 16:53,311_Service_Request
Nuisance,32.3633327,-86.3104373,2021/6/29 16:54,311_Service_Request
Nuisance,32.3408029,-86.3004494,2021/6/29 17:02,311_Service_Request
Nuisance,32.3768986,-86.2123159,2021/6/29 17:09,311_Service_Request
Nuisance,32.3250367,-86.3029676,2021/6/29 17:35,311_Service_Request
Nuisance,32.3250367,-86.3029676,2021/6/29 17:38,311_Service_Request
Nuisance,32.3472367,-86.260597,2021/6/29 17:51,311_Service_Request
Nuisance,32.3456108,-86.2340907,2021/6/29 18:03,311_Service_Request
Nuisance,32.3687019,-86.3324276,2021/6/29 18:09,311_Service_Request
Nuisance,32.3687054,-86.3325464,2021/6/29 18:10,311_Service_Request
Nuisance,32.3687338,-86.3328555,2021/6/29 18:10,311_Service_Request
Nuisance,32.3686749,-86.3330218,2021/6/29 18:10,311_Service_Request
Nuisance,32.3621489,-86.369822,2021/6/29 18:15,311_Service_Request
Nuisance,32.3763419,-86.2791987,2021/6/29 19:14,311_Service_Request
Nuisance,32.3414978,-86.3307632,2021/6/29 19:31,311_Service_Request
Nuisance,32.3414978,-86.3307632,2021/6/29 19:32,311_Service_Request
Nuisance,32.3329726,-86.3185213,2021/6/29 19:35,311_Service_Request
Nuisance,32.3329784,-86.3187195,2021/6/29 19:37,311_Service_Request
Nuisance,32.3329203,-86.318244,2021/6/29 19:39,311_Service_Request
Nuisance,32.3365325,-86.3132114,2021/6/29 19:50,311_Service_Request
Nuisance,32.4037363,-86.2759865,2021/6/29 19:53,311_Service_Request
Nuisance,32.3648437,-86.3268702,2021/6/29 19:59,311_Service_Request
Nuisance,32.303251,-86.235508,2021/6/29 20:12,311_Service_Request
Nuisance,32.3501183,-86.2653571,2021/6/29 20:20,311_Service_Request
Nuisance,32.3446694,-86.3155296,2021/6/29 20:24,311_Service_Request
Nuisance,32.4240203,-86.2941465,2021/6/29 20:26,311_Service_Request
Nuisance,32.31627897,-86.13109556,2021/6/29 20:49,311_Service_Request
Nuisance,32.3022725,-86.2618085,2021/6/29 21:02,311_Service_Request
Nuisance,32.323515,-86.29803,2021/6/29 21:24,311_Service_Request
Nuisance,32.3276555,-86.2954151,2021/6/30 11:35,311_Service_Request
Nuisance,32.3579594,-86.2771564,2021/6/30 13:56,311_Service_Request
Nuisance,32.4054638,-86.2836399,2021/6/30 13:57,311_Service_Request
Nuisance,32.3297362,-86.2556579,2021/6/30 14:23,311_Service_Request
Nuisance,32.3270197,-86.2748438,2021/6/30 14:35,311_Service_Request
Nuisance,32.315669,-86.2908163,2021/6/30 14:43,311_Service_Request
Nuisance,32.3546879,-86.3187195,2021/6/30 14:58,311_Service_Request
Nuisance,32.355018,-86.318856,2021/6/30 14:59,311_Service_Request
Nuisance,32.355013,-86.319115,2021/6/30 15:03,311_Service_Request
General Sanitation Inquiry,32.3985734,-86.2423592,2021/6/30 15:24,311_Service_Request
Nuisance,32.368309,-86.311617,2021/6/30 15:33,311_Service_Request
Nuisance,32.368405,-86.3116189,2021/6/30 15:35,311_Service_Request
Nuisance,32.3685762,-86.3116206,2021/6/30 15:36,311_Service_Request
Nuisance,32.3501039,-86.2253779,2021/6/30 15:40,311_Service_Request
Nuisance,32.3156737,-86.2534163,2021/6/30 16:11,311_Service_Request
Nuisance,32.3158502,-86.252004,2021/6/30 16:18,311_Service_Request
General Sanitation Inquiry,32.3332119,-86.1660516,2021/6/30 16:20,311_Service_Request
Nuisance,32.3900943,-86.2704341,2021/6/30 16:35,311_Service_Request
Nuisance,32.4002542,-86.261311,2021/6/30 17:25,311_Service_Request
Nuisance,32.371272,-86.291219,2021/6/30 17:42,311_Service_Request
Nuisance,32.3392387,-86.3029069,2021/6/30 18:00,311_Service_Request
Nuisance,32.3394857,-86.3106157,2021/6/30 18:41,311_Service_Request
Nuisance,32.34249,-86.2953952,2021/6/30 18:54,311_Service_Request
Nuisance,32.3582082,-86.3196704,2021/6/30 19:13,311_Service_Request
Nuisance,32.3650845,-86.2542098,2021/6/30 19:51,311_Service_Request
Nuisance,32.3286779,-86.305685,2021/6/30 20:08,311_Service_Request
Nuisance,32.3285676,-86.3054436,2021/6/30 20:15,311_Service_Request
Nuisance,32.329416,-86.302509,2021/6/30 20:16,311_Service_Request
Nuisance,32.3830854,-86.2680544,2021/6/30 20:39,311_Service_Request
Nuisance,32.3436942,-86.3222855,2021/6/30 20:42,311_Service_Request
Nuisance,32.3482499,-86.3117055,2021/6/30 20:59,311_Service_Request
Nuisance,32.3879207,-86.2619259,2021/6/30 21:06,311_Service_Request
Nuisance,32.3865093,-86.1464186,2021/6/30 21:42,311_Service_Request
Nuisance,32.3733135,-86.2724172,2021/6/30 21:53,311_Service_Request
Nuisance,32.3592188,-86.3164212,2021/7/1 10:56,311_Service_Request
Nuisance,32.3626881,-86.3201855,2021/7/1 11:02,311_Service_Request
Nuisance,32.3171711,-86.288497,2021/7/1 12:02,311_Service_Request
Nuisance,32.3906901,-86.2689071,2021/7/1 12:53,311_Service_Request
Nuisance,32.3452782,-86.1336147,2021/7/1 13:01,311_Service_Request
Nuisance,32.3618668,-86.3041356,2021/7/1 13:06,311_Service_Request
Nuisance,32.3250028,-86.2848691,2021/7/1 13:11,311_Service_Request
Nuisance,32.3364163,-86.2214185,2021/7/1 13:18,311_Service_Request
Nuisance,32.3755619,-86.1972248,2021/7/1 13:23,311_Service_Request
Nuisance,32.3792233,-86.3077368,2021/7/1 13:49,311_Service_Request
Nuisance,32.392992,-86.227323,2021/7/1 14:49,311_Service_Request
Nuisance,32.3356554,-86.3165005,2021/7/1 15:15,311_Service_Request
Nuisance,32.3360091,-86.3165005,2021/7/1 15:15,311_Service_Request
Nuisance,32.37453,-86.3334049,2021/7/1 15:50,311_Service_Request
Nuisance,32.360843,-86.27925,2021/7/1 15:59,311_Service_Request
Nuisance,32.3230099,-86.2953358,2021/7/1 16:03,311_Service_Request
Nuisance,32.3827816,-86.2742415,2021/7/1 16:26,311_Service_Request
Nuisance,32.3585094,-86.2876049,2021/7/1 16:27,311_Service_Request
Nuisance,32.3270197,-86.2748438,2021/7/1 16:46,311_Service_Request
Nuisance,32.3348085,-86.1382277,2021/7/1 16:56,311_Service_Request
Nuisance,32.3230398,-86.2557571,2021/7/1 17:04,311_Service_Request
Nuisance,32.3883605,-86.1988334,2021/7/1 17:15,311_Service_Request
Nuisance,32.3964668,-86.2408773,2021/7/1 17:44,311_Service_Request
Nuisance,32.3938586,-86.2983269,2021/7/1 17:56,311_Service_Request
Nuisance,32.3508101,-86.3369287,2021/7/1 18:04,311_Service_Request
Nuisance,32.3418675,-86.2995492,2021/7/1 18:17,311_Service_Request
Nuisance,32.341862,-86.2977569,2021/7/1 18:18,311_Service_Request
Nuisance,32.341862,-86.2977569,2021/7/1 18:20,311_Service_Request
Nuisance,32.3433225,-86.2958908,2021/7/1 18:22,311_Service_Request
Nuisance,32.3223475,-86.3196041,2021/7/1 18:52,311_Service_Request
Nuisance,32.3725753,-86.2758675,2021/7/1 18:58,311_Service_Request
Clean Inlets,32.3681086,-86.2770184,2021/7/1 19:25,311_Service_Request
Nuisance,32.386177,-86.2769779,2021/7/1 20:00,311_Service_Request
Nuisance,32.3326442,-86.2850564,2021/7/1 20:25,311_Service_Request
Nuisance,32.3321676,-86.2849087,2021/7/1 20:25,311_Service_Request
Nuisance,32.3321595,-86.2846311,2021/7/1 20:25,311_Service_Request
General Sanitation Inquiry,32.301427,-86.268213,2021/7/1 20:34,311_Service_Request
Nuisance,32.3833106,-86.2726948,2021/7/1 20:41,311_Service_Request
Nuisance,32.3832218,-86.2734285,2021/7/1 20:43,311_Service_Request
Nuisance,32.382748,-86.2745985,2021/7/1 20:45,311_Service_Request
Nuisance,32.3826959,-86.2773349,2021/7/1 20:45,311_Service_Request
Nuisance,32.3826783,-86.2819943,2021/7/1 20:46,311_Service_Request
Nuisance,32.3830592,-86.2821727,2021/7/1 20:46,311_Service_Request
Nuisance,32.3826155,-86.2828667,2021/7/1 20:47,311_Service_Request
Nuisance,32.382932,-86.2876247,2021/7/1 20:47,311_Service_Request
Nuisance,32.3835664,-86.2859,2021/7/1 20:48,311_Service_Request
Nuisance,32.3836894,-86.2795556,2021/7/1 20:49,311_Service_Request
Nuisance,32.3837114,-86.2788021,2021/7/1 20:49,311_Service_Request
Nuisance,32.3842829,-86.2728425,2021/7/1 20:51,311_Service_Request
Nuisance,32.3846289,-86.276732,2021/7/1 20:53,311_Service_Request
Nuisance,32.3846397,-86.280309,2021/7/1 20:54,311_Service_Request
Nuisance,32.2966905,-86.3424092,2021/7/1 21:22,311_Service_Request
Nuisance,32.2974109,-86.3428448,2021/7/1 21:23,311_Service_Request
Nuisance,32.2989559,-86.3434983,2021/7/1 21:25,311_Service_Request
Nuisance,32.3697073,-86.2327412,2021/7/1 21:35,311_Service_Request
Nuisance,32.3697073,-86.2327412,2021/7/1 22:01,311_Service_Request
Nuisance,32.3552901,-86.300707,2021/7/2 12:11,311_Service_Request
Nuisance,32.366438,-86.318396,2021/7/2 12:54,311_Service_Request
Nuisance,32.365769,-86.3182,2021/7/2 12:55,311_Service_Request
Nuisance,32.3628453,-86.3028277,2021/7/2 13:07,311_Service_Request
Nuisance,32.3334726,-86.3521922,2021/7/2 13:44,311_Service_Request
Nuisance,32.3897668,-86.2236511,2021/7/2 14:18,311_Service_Request
Nuisance,32.3688416,-86.2768152,2021/7/2 15:35,311_Service_Request
Nuisance,32.3373767,-86.2568481,2021/7/2 15:38,311_Service_Request
Nuisance,32.3394459,-86.3024313,2021/7/2 15:47,311_Service_Request
Nuisance,32.3392947,-86.3017971,2021/7/2 15:48,311_Service_Request
Nuisance,32.3812954,-86.2265447,2021/7/2 16:02,311_Service_Request
Nuisance,32.3364889,-86.2544875,2021/7/2 16:17,311_Service_Request
Nuisance,32.3436389,-86.132449,2021/7/2 16:34,311_Service_Request
Nuisance,32.386961,-86.19788,2021/7/2 16:51,311_Service_Request
Nuisance,32.387089,-86.197523,2021/7/2 16:52,311_Service_Request
Nuisance,32.386552,-86.197226,2021/7/2 16:52,311_Service_Request
Nuisance,32.3860893,-86.1984152,2021/7/2 16:54,311_Service_Request
Nuisance,32.3863026,-86.1979993,2021/7/2 16:55,311_Service_Request
Nuisance,32.3864017,-86.1979894,2021/7/2 16:55,311_Service_Request
Nuisance,32.386147,-86.196491,2021/7/2 16:58,311_Service_Request
Nuisance,32.386133,-86.196367,2021/7/2 16:58,311_Service_Request
Nuisance,32.386118,-86.1962379,2021/7/2 16:59,311_Service_Request
Nuisance,32.386104,-86.196105,2021/7/2 16:59,311_Service_Request
Nuisance,32.386089,-86.195967,2021/7/2 17:02,311_Service_Request
Nuisance,32.3860925,-86.1957651,2021/7/2 17:03,311_Service_Request
Nuisance,32.386346,-86.196097,2021/7/2 17:03,311_Service_Request
Nuisance,32.3863709,-86.19624,2021/7/2 17:04,311_Service_Request
Nuisance,32.386395,-86.196372,2021/7/2 17:05,311_Service_Request
Nuisance,32.386064,-86.19516,2021/7/2 17:07,311_Service_Request
Nuisance,32.385984,-86.195254,2021/7/2 17:07,311_Service_Request
Nuisance,32.385906,-86.195321,2021/7/2 17:09,311_Service_Request
Nuisance,32.3858279,-86.195387,2021/7/2 17:09,311_Service_Request
Nuisance,32.3856589,-86.195787,2021/7/2 17:10,311_Service_Request
Nuisance,32.3639065,-86.3315127,2021/7/2 17:29,311_Service_Request
Nuisance,32.32566445,-86.26660972,2021/7/2 18:45,311_Service_Request
Nuisance,32.38041528,-86.2122959,2021/7/2 18:48,311_Service_Request
Nuisance,32.3291266,-86.1934138,2021/7/2 19:07,311_Service_Request
Nuisance,32.3289188,-86.1936173,2021/7/2 19:08,311_Service_Request
Nuisance,32.3287109,-86.1938209,2021/7/2 19:08,311_Service_Request
Nuisance,32.3286309,-86.1934794,2021/7/2 19:09,311_Service_Request
Nuisance,32.3288149,-86.1930734,2021/7/2 19:13,311_Service_Request
Nuisance,32.3404843,-86.3366264,2021/7/2 19:45,311_Service_Request
Nuisance,32.4268594,-86.2885168,2021/7/3 23:19,311_Service_Request
Nuisance,32.3505392,-86.3376211,2021/7/6 10:43,311_Service_Request
Nuisance,32.382288,-86.274169,2021/7/6 11:32,311_Service_Request
Nuisance,32.3311596,-86.2656745,2021/7/6 11:37,311_Service_Request
Nuisance,32.3850751,-86.2285933,2021/7/6 11:39,311_Service_Request
Nuisance,32.3854286,-86.2285933,2021/7/6 11:40,311_Service_Request
Nuisance,32.386916,-86.2317886,2021/7/6 11:40,311_Service_Request
Nuisance,32.3847774,-86.2334358,2021/7/6 11:41,311_Service_Request
Nuisance,32.384058,-86.2263505,2021/7/6 11:41,311_Service_Request
Nuisance,32.3840507,-86.2268467,2021/7/6 11:42,311_Service_Request
Nuisance,32.3861064,-86.2268665,2021/7/6 11:42,311_Service_Request
Nuisance,32.3878372,-86.2263703,2021/7/6 11:43,311_Service_Request
Nuisance,32.302688,-86.199491,2021/7/6 12:17,311_Service_Request
Nuisance,32.377921,-86.2742812,2021/7/6 12:36,311_Service_Request
Nuisance,32.4035701,-86.2831046,2021/7/6 12:36,311_Service_Request
Nuisance,32.3782678,-86.1522429,2021/7/6 13:22,311_Service_Request
Nuisance,32.3750686,-86.1991909,2021/7/6 13:31,311_Service_Request
Nuisance,32.4081375,-86.2753916,2021/7/6 13:53,311_Service_Request
Nuisance,32.3915542,-86.2413734,2021/7/6 13:56,311_Service_Request
Nuisance,32.3920586,-86.2405003,2021/7/6 13:58,311_Service_Request
Nuisance,32.3630002,-86.3316947,2021/7/6 14:02,311_Service_Request
Nuisance,32.3593735,-86.27789,2021/7/6 14:07,311_Service_Request
Nuisance,32.37755,-86.202053,2021/7/6 14:39,311_Service_Request
Nuisance,32.350553,-86.166987,2021/7/6 14:59,311_Service_Request
Nuisance,32.4139947,-86.2777314,2021/7/6 15:04,311_Service_Request
Nuisance,32.3983034,-86.2417107,2021/7/6 15:06,311_Service_Request
Nuisance,32.376925,-86.239526,2021/7/6 15:08,311_Service_Request
Nuisance,32.3470342,-86.32806,2021/7/6 15:25,311_Service_Request
Nuisance,32.3476099,-86.3246627,2021/7/6 15:29,311_Service_Request
Nuisance,32.3470342,-86.32806,2021/7/6 15:30,311_Service_Request
Nuisance,32.3476598,-86.3248608,2021/7/6 15:32,311_Service_Request
Nuisance,32.3475939,-86.3271587,2021/7/6 15:34,311_Service_Request
Nuisance,32.3475893,-86.3270002,2021/7/6 15:36,311_Service_Request
Nuisance,32.3475801,-86.3266833,2021/7/6 15:37,311_Service_Request
Nuisance,32.3471868,-86.3268418,2021/7/6 15:42,311_Service_Request
Nuisance,32.3463571,-86.3250602,2021/7/6 15:44,311_Service_Request
Nuisance,32.3463569,-86.3250604,2021/7/6 15:45,311_Service_Request
Nuisance,32.34612,-86.325627,2021/7/6 15:45,311_Service_Request
Nuisance,32.34612,-86.325627,2021/7/6 15:47,311_Service_Request
Nuisance,32.386,-86.1972483,2021/7/6 15:49,311_Service_Request
Nuisance,32.3763924,-86.1725209,2021/7/6 15:52,311_Service_Request
Nuisance,32.368002,-86.3449043,2021/7/6 16:23,311_Service_Request
Nuisance,32.3684333,-86.3430033,2021/7/6 16:25,311_Service_Request
Nuisance,32.3680941,-86.3448101,2021/7/6 16:25,311_Service_Request
Nuisance,32.3690511,-86.3429637,2021/7/6 16:29,311_Service_Request
Nuisance,32.3679136,-86.3449043,2021/7/6 16:34,311_Service_Request
Nuisance,32.4194822,-86.2991017,2021/7/6 16:53,311_Service_Request
Nuisance,32.3918627,-86.2405995,2021/7/6 16:55,311_Service_Request
Nuisance,32.3425972,-86.2029953,2021/7/6 16:55,311_Service_Request
Nuisance,32.370513,-86.167339,2021/7/6 17:42,311_Service_Request
Nuisance,32.3714631,-86.2769616,2021/7/6 17:44,311_Service_Request
Nuisance,32.3272191,-86.2842941,2021/7/6 17:46,311_Service_Request
Nuisance,32.3271982,-86.2835804,2021/7/6 17:47,311_Service_Request
Nuisance,32.4253396,-86.2116513,2021/7/6 18:16,311_Service_Request
Nuisance,32.4250497,-86.2083417,2021/7/6 18:18,311_Service_Request
Nuisance,32.3854782,-86.2443695,2021/7/6 18:23,311_Service_Request
Nuisance,32.3884889,-86.2534956,2021/7/6 18:34,311_Service_Request
Nuisance,32.3600878,-86.2860288,2021/7/6 18:36,311_Service_Request
Nuisance,32.3704081,-86.2563522,2021/7/6 18:39,311_Service_Request
Nuisance,32.3631348,-86.2465916,2021/7/6 18:40,311_Service_Request
Nuisance,32.3614097,-86.246552,2021/7/6 18:41,311_Service_Request
Nuisance,32.3619179,-86.2477595,2021/7/6 19:04,311_Service_Request
Nuisance,32.3638231,-86.2489328,2021/7/6 19:05,311_Service_Request
Nuisance,32.3815596,-86.2687683,2021/7/6 19:07,311_Service_Request
Nuisance,32.3605028,-86.2517499,2021/7/6 19:08,311_Service_Request
Nuisance,32.3806698,-86.26857,2021/7/6 19:08,311_Service_Request
Nuisance,32.3634004,-86.2510754,2021/7/6 19:08,311_Service_Request
Nuisance,32.3645421,-86.2493295,2021/7/6 19:09,311_Service_Request
Nuisance,32.3787424,-86.2676577,2021/7/6 19:09,311_Service_Request
Nuisance,32.3632743,-86.2498057,2021/7/6 19:09,311_Service_Request
Nuisance,32.3622306,-86.2498924,2021/7/6 19:10,311_Service_Request
Nuisance,32.3768743,-86.2672611,2021/7/6 19:10,311_Service_Request
Nuisance,32.3655407,-86.2591689,2021/7/6 19:11,311_Service_Request
Nuisance,32.376252,-86.2671421,2021/7/6 19:11,311_Service_Request
Nuisance,32.3651323,-86.2588118,2021/7/6 19:11,311_Service_Request
Nuisance,32.365942,-86.2592879,2021/7/6 19:12,311_Service_Request
Nuisance,32.3816842,-86.2699978,2021/7/6 19:12,311_Service_Request
Nuisance,32.3659381,-86.2576613,2021/7/6 19:12,311_Service_Request
Nuisance,32.3782866,-86.268689,2021/7/6 19:13,311_Service_Request
Nuisance,32.3762478,-86.2699978,2021/7/6 19:13,311_Service_Request
Nuisance,32.375847,-86.2691451,2021/7/6 19:13,311_Service_Request
Nuisance,32.3425972,-86.2029953,2021/7/6 19:15,311_Service_Request
Nuisance,32.3757924,-86.2665471,2021/7/6 19:16,311_Service_Request
Nuisance,32.3756016,-86.2660711,2021/7/6 19:16,311_Service_Request
Nuisance,32.3422578,-86.2010377,2021/7/6 19:16,311_Service_Request
Nuisance,32.3431944,-86.2035199,2021/7/6 19:17,311_Service_Request
Nuisance,32.3428601,-86.2042621,2021/7/6 19:17,311_Service_Request
Nuisance,32.3427473,-86.2048305,2021/7/6 19:18,311_Service_Request
Nuisance,32.3426536,-86.2042844,2021/7/6 19:18,311_Service_Request
Nuisance,32.3415866,-86.2050123,2021/7/6 19:19,311_Service_Request
Nuisance,32.3415476,-86.2049506,2021/7/6 19:19,311_Service_Request
Nuisance,32.3752922,-86.2660711,2021/7/6 19:20,311_Service_Request
Nuisance,32.3819837,-86.2666661,2021/7/6 19:21,311_Service_Request
Nuisance,32.3813904,-86.2660315,2021/7/6 19:21,311_Service_Request
Nuisance,32.3819921,-86.2647026,2021/7/6 19:22,311_Service_Request
Nuisance,32.3802141,-86.2636118,2021/7/6 19:22,311_Service_Request
Nuisance,32.3804605,-86.2629771,2021/7/6 19:23,311_Service_Request
Nuisance,32.3928714,-86.2477821,2021/7/6 19:23,311_Service_Request
Nuisance,32.3813652,-86.2621838,2021/7/6 19:23,311_Service_Request
Nuisance,32.3044139,-86.3448647,2021/7/6 19:29,311_Service_Request
Nuisance,32.3606399,-86.311329,2021/7/6 19:37,311_Service_Request
Nuisance,32.338794,-86.321141,2021/7/6 19:38,311_Service_Request
Nuisance,32.338794,-86.321141,2021/7/6 19:39,311_Service_Request
Nuisance,32.341474,-86.2046639,2021/7/6 19:41,311_Service_Request
Nuisance,32.3413093,-86.2030433,2021/7/6 19:48,311_Service_Request
Nuisance,32.341474,-86.2046639,2021/7/6 19:58,311_Service_Request
Nuisance,32.3413093,-86.2030433,2021/7/6 20:02,311_Service_Request
Nuisance,32.341244,-86.202537,2021/7/6 20:02,311_Service_Request
Nuisance,32.341234,-86.20246,2021/7/6 20:03,311_Service_Request
Nuisance,32.3412239,-86.202383,2021/7/6 20:04,311_Service_Request
Nuisance,32.341294,-86.2029196,2021/7/6 20:05,311_Service_Request
Nuisance,32.3420448,-86.2038873,2021/7/6 20:06,311_Service_Request
Nuisance,32.3424219,-86.2031923,2021/7/6 20:06,311_Service_Request
Nuisance,32.3421452,-86.203917,2021/7/6 20:07,311_Service_Request
Nuisance,32.3418621,-86.2033213,2021/7/6 20:07,311_Service_Request
Nuisance,32.341708,-86.2022391,2021/7/6 20:08,311_Service_Request
Nuisance,32.3419601,-86.2021696,2021/7/6 20:08,311_Service_Request
Nuisance,32.3856173,-86.3031051,2021/7/6 20:15,311_Service_Request
Nuisance,32.3436433,-86.228891,2021/7/6 20:21,311_Service_Request
Nuisance,32.343434,-86.31864,2021/7/6 20:24,311_Service_Request
Nuisance,32.3422578,-86.2010377,2021/7/6 20:33,311_Service_Request
Nuisance,32.3428601,-86.2042621,2021/7/6 20:36,311_Service_Request
Nuisance,32.3431944,-86.2035199,2021/7/6 20:37,311_Service_Request
Nuisance,32.341244,-86.202537,2021/7/6 20:39,311_Service_Request
Nuisance,32.3415866,-86.2050123,2021/7/6 20:46,311_Service_Request
