issue_type,latitude,longitude,date,data_source
NUISANCE,32.32869371,-86.2016399,2023/7/26,Code_Violation
NUISANCE,32.37176614,-86.21220772,2023/4/12,Code_Violation
NUISANCE,32.33547672,-86.15888197,2022/7/26,Code_Violation
NUISANCE,32.37092942,-86.21218758,2021/3/18,Code_Violation
NUISANCE,32.3776119,-86.19946622,2023/8/24,Code_Violation
NUISANCE,32.38613285,-86.23038617,2023/8/22,Code_Violation
NUISANCE,32.3776119,-86.19946622,2021/6/24,Code_Violation
NUISANCE,32.3776119,-86.19946622,2023/5/30,Code_Violation
NUISANCE,32.38613285,-86.23038617,2023/8/29,Code_Violation
NUISANCE,32.38613285,-86.23038617,2023/6/7,Code_Violation
NUISANCE,32.38613285,-86.23038617,2024/5/1,Code_Violation
NUISANCE,32.38613285,-86.23038617,2022/8/2,Code_Violation
REPAIR,32.35943653,-86.17745867,2022/1/27,Code_Violation
NUISANCE,32.34677837,-86.16583389,2024/7/2,Code_Violation
NUISANCE,32.3958432,-86.29689678,2023/8/29,Code_Violation
REPAIR,32.33337285,-86.27946456,2024/2/15,Code_Violation
NUISANCE,32.39570624,-86.2969859,2023/8/29,Code_Violation
NUISANCE,32.33403532,-86.25992368,2022/9/12,Code_Violation
NUISANCE,32.39612337,-86.29737989,2022/8/23,Code_Violation
NUISANCE,32.3958432,-86.29689678,2022/8/23,Code_Violation
NUISANCE,32.3958432,-86.29689678,2023/4/19,Code_Violation
NUISANCE,32.3958432,-86.29689678,2024/6/26,Code_Violation
NUISANCE,32.39641991,-86.29735494,2021/7/12,Code_Violation
NUISANCE,32.39848464,-86.29721794,2023/4/5,Code_Violation
NUISANCE,32.39612337,-86.29737989,2024/3/12,Code_Violation
NUISANCE,32.39612337,-86.29737989,2022/6/1,Code_Violation
NUISANCE,32.37161835,-86.29186077,2024/6/17,Code_Violation
NUISANCE,32.371718,-86.29186227,2022/4/26,Code_Violation
NUISANCE,32.37161835,-86.29186077,2023/7/3,Code_Violation
NUISANCE,32.39896788,-86.29720819,2023/4/5,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/4/25,Code_Violation
NUISANCE,32.41831316,-86.28715167,2023/5/16,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/3/29,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/3/15,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/4/14,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/3/8,Code_Violation
NUISANCE,32.41893822,-86.28718843,2022/4/12,Code_Violation
NUISANCE,32.41893822,-86.28718843,2022/8/25,Code_Violation
NUISANCE,32.41893822,-86.28718843,2022/6/22,Code_Violation
NUISANCE,32.41893822,-86.28718843,2021/6/21,Code_Violation
NUISANCE,32.41893822,-86.28718843,2021/6/8,Code_Violation
NUISANCE,32.41893822,-86.28718843,2021/3/24,Code_Violation
NUISANCE,32.41893822,-86.28718843,2021/3/1,Code_Violation
NUISANCE,32.41893822,-86.28718843,2021/4/19,Code_Violation
NUISANCE,32.41893822,-86.28718843,2022/3/17,Code_Violation
NUISANCE,32.41893822,-86.28718843,2021/12/6,Code_Violation
NUISANCE,32.41893822,-86.28718843,2022/3/2,Code_Violation
NUISANCE,32.41893822,-86.28718843,2021/8/3,Code_Violation
NUISANCE,32.41893822,-86.28718843,2021/9/14,Code_Violation
NUISANCE,32.41893822,-86.28718843,2024/7/22,Code_Violation
NUISANCE,32.41893822,-86.28718843,2024/10/8,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/6/6,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/6/13,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/7/20,Code_Violation
NUISANCE,32.41893822,-86.28718843,2023/9/22,Code_Violation
NUISANCE,32.41893822,-86.28718843,2024/6/5,Code_Violation
NUISANCE,32.41893822,-86.28718843,2024/3/6,Code_Violation
NUISANCE,32.41893822,-86.28718843,2024/3/14,Code_Violation
NUISANCE,32.41893822,-86.28718843,2024/4/19,Code_Violation
NUISANCE,32.41893543,-86.28760762,2024/4/22,Code_Violation
NUISANCE,32.41893543,-86.28760762,2023/7/25,Code_Violation
NUISANCE,32.41893543,-86.28760762,2022/3/28,Code_Violation
NUISANCE,32.41893543,-86.28760762,2022/2/15,Code_Violation
NUISANCE,32.41893543,-86.28760762,2021/2/19,Code_Violation
NUISANCE,32.41893543,-86.28760762,2021/6/21,Code_Violation
NUISANCE,32.41893543,-86.28760762,2021/6/23,Code_Violation
NUISANCE,32.41893543,-86.28760762,2021/5/5,Code_Violation
NUISANCE,32.41893543,-86.28760762,2022/7/14,Code_Violation
NUISANCE,32.41893543,-86.28760762,2023/1/18,Code_Violation
OPEN VACANT,32.41893543,-86.28760762,2023/1/18,Code_Violation
NUISANCE,32.41893543,-86.28760762,2022/11/16,Code_Violation
NUISANCE,32.41893543,-86.28760762,2023/3/28,Code_Violation
NUISANCE,32.41893543,-86.28760762,2023/4/25,Code_Violation
NUISANCE,32.41893042,-86.28819753,2022/2/8,Code_Violation
NUISANCE,32.41890802,-86.29091001,2021/6/21,Code_Violation
NUISANCE,32.41890802,-86.29091001,2021/8/3,Code_Violation
NUISANCE,32.41890802,-86.29091001,2023/3/29,Code_Violation
NUISANCE,32.41890802,-86.29091001,2022/8/17,Code_Violation
NUISANCE,32.41890802,-86.29091001,2022/4/28,Code_Violation
NUISANCE,32.41890802,-86.29091001,2023/7/20,Code_Violation
NUISANCE,32.41890802,-86.29091001,2023/6/13,Code_Violation
NUISANCE,32.41890802,-86.29091001,2023/6/6,Code_Violation
NUISANCE,32.41890802,-86.29091001,2023/6/23,Code_Violation
NUISANCE,32.41890802,-86.29091001,2024/3/6,Code_Violation
NUISANCE,32.41890802,-86.29091001,2024/5/2,Code_Violation
NUISANCE,32.41890802,-86.29091001,2024/7/15,Code_Violation
NUISANCE,32.41836854,-86.29117232,2024/7/16,Code_Violation
NUISANCE,32.41836854,-86.29117232,2024/3/12,Code_Violation
NUISANCE,32.41836854,-86.29117232,2024/4/11,Code_Violation
NUISANCE,32.41836854,-86.29117232,2023/6/23,Code_Violation
NUISANCE,32.41836854,-86.29117232,2022/4/28,Code_Violation
NUISANCE,32.41836854,-86.29117232,2022/6/29,Code_Violation
REPAIR,32.41836854,-86.29117232,2022/6/30,Code_Violation
NUISANCE,32.41836854,-86.29117232,2023/5/10,Code_Violation
NUISANCE,32.41836854,-86.29117232,2023/3/29,Code_Violation
OPEN VACANT,32.41836854,-86.29117232,2022/10/24,Code_Violation
OPEN VACANT,32.41836854,-86.29117232,2023/1/18,Code_Violation
NUISANCE,32.41836854,-86.29117232,2022/10/24,Code_Violation
NUISANCE,32.41836854,-86.29117232,2022/9/1,Code_Violation
REPAIR,32.41836854,-86.29117232,2021/9/1,Code_Violation
NUISANCE,32.41836854,-86.29117232,2021/2/10,Code_Violation
NUISANCE,32.41836854,-86.29117232,2021/4/8,Code_Violation
NUISANCE,32.41836854,-86.29117232,2022/3/4,Code_Violation
NUISANCE,32.41888113,-86.2916459,2021/4/8,Code_Violation
NUISANCE,32.41888113,-86.2916459,2021/10/5,Code_Violation
NUISANCE,32.41888113,-86.2916459,2021/6/21,Code_Violation
NUISANCE,32.41888113,-86.2916459,2023/3/15,Code_Violation
NUISANCE,32.41888113,-86.2916459,2022/6/22,Code_Violation
NUISANCE,32.41888113,-86.2916459,2022/4/12,Code_Violation
NUISANCE,32.41888113,-86.2916459,2022/8/17,Code_Violation
NUISANCE,32.41888113,-86.2916459,2022/5/16,Code_Violation
NUISANCE,32.41888113,-86.2916459,2024/7/15,Code_Violation
NUISANCE,32.41888113,-86.2916459,2024/3/12,Code_Violation
NUISANCE,32.41888113,-86.2916459,2023/7/25,Code_Violation
NUISANCE,32.41836568,-86.29219638,2022/3/18,Code_Violation
NUISANCE,32.41770426,-86.2915959,2023/5/24,Code_Violation
NUISANCE,32.41770426,-86.2915959,2024/7/2,Code_Violation
NUISANCE,32.41888113,-86.2916459,2024/7/24,Code_Violation
NUISANCE,32.40305584,-86.28268242,2021/8/25,Code_Violation
NUISANCE,32.41798669,-86.290957,2022/3/23,Code_Violation
NUISANCE,32.41798669,-86.290957,2022/5/27,Code_Violation
NUISANCE,32.41770426,-86.2915959,2024/3/26,Code_Violation
NUISANCE,32.40314151,-86.27571545,2022/7/7,Code_Violation
NUISANCE,32.37444309,-86.25328697,2023/1/4,Code_Violation
NUISANCE,32.40305584,-86.28268242,2024/6/11,Code_Violation
NUISANCE,32.37666667,-86.26347468,2022/6/2,Code_Violation
NUISANCE,32.37666667,-86.26347468,2023/8/7,Code_Violation
NUISANCE,32.37666667,-86.26347468,2022/7/19,Code_Violation
NUISANCE,32.37666667,-86.26347468,2022/8/17,Code_Violation
NUISANCE,32.37666667,-86.26347468,2021/5/11,Code_Violation
NUISANCE,32.37666667,-86.26347468,2021/7/30,Code_Violation
NUISANCE,32.37666667,-86.26347468,2022/5/17,Code_Violation
NUISANCE,32.37706795,-86.26273898,2023/5/4,Code_Violation
NUISANCE,32.37706795,-86.26273898,2023/6/5,Code_Violation
NUISANCE,32.37706795,-86.26273898,2024/5/2,Code_Violation
NUISANCE,32.37694646,-86.2623246,2024/5/22,Code_Violation
NUISANCE,32.37694646,-86.2623246,2023/7/19,Code_Violation
NUISANCE,32.37694646,-86.2623246,2022/6/2,Code_Violation
NUISANCE,32.375489,-86.26025684,2021/8/26,Code_Violation
NUISANCE,32.37523657,-86.25997247,2021/4/15,Code_Violation
NUISANCE,32.375489,-86.26025684,2022/7/19,Code_Violation
NUISANCE,32.37523657,-86.25997247,2022/6/2,Code_Violation
NUISANCE,32.37145463,-86.31921467,2022/6/8,Code_Violation
NUISANCE,32.3744829,-86.25567384,2023/5/1,Code_Violation
NUISANCE,32.37464761,-86.25517315,2023/5/1,Code_Violation
NUISANCE,32.37121453,-86.3109637,2022/4/15,Code_Violation
NUISANCE,32.37145463,-86.31921467,2021/6/29,Code_Violation
NUISANCE,32.37121453,-86.3109637,2022/7/18,Code_Violation
NUISANCE,32.36273489,-86.31894144,2022/4/27,Code_Violation
NUISANCE,32.37188928,-86.3189522,2021/12/9,Code_Violation
NUISANCE,32.37158813,-86.31969992,2022/8/23,Code_Violation
NUISANCE,32.37158813,-86.31969992,2022/6/8,Code_Violation
NUISANCE,32.36273489,-86.31894144,2023/4/5,Code_Violation
NUISANCE,32.36273489,-86.31894144,2022/9/14,Code_Violation
NUISANCE,32.36273489,-86.31894144,2021/7/26,Code_Violation
NUISANCE,32.36273489,-86.31894144,2023/3/27,Code_Violation
NUISANCE,32.36273489,-86.31894144,2023/5/31,Code_Violation
NUISANCE,32.36273489,-86.31894144,2023/6/13,Code_Violation
NUISANCE,32.36273489,-86.31894144,2023/7/10,Code_Violation
NUISANCE,32.36273489,-86.31894144,2023/9/26,Code_Violation
OPEN VACANT,32.36273489,-86.31894144,2024/5/21,Code_Violation
NUISANCE,32.36273489,-86.31894144,2023/8/22,Code_Violation
NUISANCE,32.36273489,-86.31894144,2024/7/9,Code_Violation
NUISANCE,32.36221208,-86.31912131,2022/6/27,Code_Violation
OPEN VACANT,32.36273489,-86.31894144,2024/7/9,Code_Violation
OPEN VACANT,32.36273489,-86.31894144,2024/7/16,Code_Violation
NUISANCE,32.36273489,-86.31894144,2024/3/22,Code_Violation
NUISANCE,32.36222878,-86.31942042,2023/4/5,Code_Violation
NUISANCE,32.36222878,-86.31942042,2023/7/10,Code_Violation
NUISANCE,32.36221939,-86.31987143,2024/3/25,Code_Violation
NUISANCE,32.36221939,-86.31987143,2023/7/24,Code_Violation
NUISANCE,32.36221939,-86.31987143,2024/5/22,Code_Violation
NUISANCE,32.36221939,-86.31987143,2023/12/19,Code_Violation
NUISANCE,32.36221939,-86.31987143,2023/4/5,Code_Violation
NUISANCE,32.36221939,-86.31987143,2022/4/21,Code_Violation
NUISANCE,32.36221939,-86.31987143,2022/6/27,Code_Violation
NUISANCE,32.36221939,-86.31987143,2023/5/23,Code_Violation
NUISANCE,32.36221939,-86.31987143,2022/9/15,Code_Violation
NUISANCE,32.36221939,-86.31987143,2021/7/12,Code_Violation
NUISANCE,32.36221939,-86.31987143,2021/3/31,Code_Violation
NUISANCE,32.36221939,-86.31987143,2021/5/11,Code_Violation
NUISANCE,32.36221939,-86.31987143,2022/1/26,Code_Violation
NUISANCE,32.36252684,-86.32788031,2024/5/24,Code_Violation
NUISANCE,32.36216715,-86.32459909,2021/12/16,Code_Violation
NUISANCE,32.36216715,-86.32459909,2022/12/7,Code_Violation
NUISANCE,32.36216715,-86.32459909,2023/8/10,Code_Violation
NUISANCE,32.36252684,-86.32788031,2021/11/23,Code_Violation
NUISANCE,32.36252684,-86.32788031,2022/7/12,Code_Violation
NUISANCE,32.36252684,-86.32788031,2023/4/14,Code_Violation
NUISANCE,32.39909263,-86.27748486,2022/8/15,Code_Violation
NUISANCE,32.39912649,-86.27504924,2023/8/10,Code_Violation
REPAIR,32.39912649,-86.27504924,2022/4/29,Code_Violation
NUISANCE,32.36252684,-86.32788031,2021/7/6,Code_Violation
NUISANCE,32.37070942,-86.21904521,2021/6/23,Code_Violation
NUISANCE,32.39913096,-86.2747245,2021/6/28,Code_Violation
NUISANCE,32.39913096,-86.2747245,2022/5/20,Code_Violation
NUISANCE,32.32378559,-86.15233479,2022/8/11,Code_Violation
REPAIR,32.36804169,-86.29173865,2022/10/24,Code_Violation
NUISANCE,32.37146305,-86.21613171,2021/3/9,Code_Violation
NUISANCE,32.37146305,-86.21613171,2024/6/11,Code_Violation
NUISANCE,32.38806728,-86.17530092,2022/4/20,Code_Violation
NUISANCE,32.38806728,-86.17530092,2022/4/6,Code_Violation
NUISANCE,32.42735171,-86.28725166,2023/4/23,Code_Violation
NUISANCE,32.42443997,-86.29121662,2024/3/26,Code_Violation
NUISANCE,32.42736972,-86.28799396,2023/7/20,Code_Violation
NUISANCE,32.42443997,-86.29121662,2023/7/20,Code_Violation
NUISANCE,32.42979736,-86.28522326,2023/7/20,Code_Violation
NUISANCE,32.42954929,-86.28467456,2023/7/20,Code_Violation
NUISANCE,32.42914591,-86.28520998,2023/7/20,Code_Violation
NUISANCE,32.37454054,-86.2832541,2023/7/13,Code_Violation
NUISANCE,32.37207198,-86.31858972,2022/11/4,Code_Violation
NUISANCE,32.37207198,-86.31858972,2021/10/13,Code_Violation
REPAIR,32.37454054,-86.2832541,2022/3/8,Code_Violation
NUISANCE,32.31127138,-86.20882891,2022/7/19,Code_Violation
NUISANCE,32.37214061,-86.31913485,2021/11/15,Code_Violation
NUISANCE,32.37207198,-86.31858972,2021/4/8,Code_Violation
NUISANCE,32.37214061,-86.31913485,2021/10/13,Code_Violation
NUISANCE,32.32575343,-86.20305873,2021/2/26,Code_Violation
NUISANCE,32.32595127,-86.20366243,2021/3/26,Code_Violation
NUISANCE,32.32575343,-86.20305873,2021/5/25,Code_Violation
NUISANCE,32.32575343,-86.20305873,2021/3/31,Code_Violation
NUISANCE,32.32575343,-86.20305873,2024/4/11,Code_Violation
NUISANCE,32.32575343,-86.20305873,2021/5/27,Code_Violation
NUISANCE,32.40217413,-86.26302182,2023/8/21,Code_Violation
NUISANCE,32.40217413,-86.26302182,2024/8/16,Code_Violation
NUISANCE,32.40217413,-86.26302182,2021/7/2,Code_Violation
NUISANCE,32.40217413,-86.26302182,2022/12/29,Code_Violation
NUISANCE,32.40217413,-86.26302182,2021/1/22,Code_Violation
NUISANCE,32.40217413,-86.26302182,2021/8/25,Code_Violation
NUISANCE,32.35484282,-86.22942491,2023/5/30,Code_Violation
NUISANCE,32.34692618,-86.33264046,2024/7/8,Code_Violation
NUISANCE,32.34720098,-86.33264762,2022/5/20,Code_Violation
NUISANCE,32.35484282,-86.22942491,2023/9/14,Code_Violation
NUISANCE,32.38082062,-86.1762918,2021/8/12,Code_Violation
NUISANCE,32.34692618,-86.33264046,2024/8/28,Code_Violation
NUISANCE,32.34692618,-86.33264046,2024/8/27,Code_Violation
NUISANCE,32.34664188,-86.33318363,2024/7/8,Code_Violation
NUISANCE,32.34389009,-86.33309986,2024/3/13,Code_Violation
NUISANCE,32.33564024,-86.31065789,2021/10/12,Code_Violation
NUISANCE,32.3351455,-86.31065224,2024/3/28,Code_Violation
NUISANCE,32.33564024,-86.31065789,2021/10/28,Code_Violation
NUISANCE,32.33564024,-86.31065789,2021/10/28,Code_Violation
NUISANCE,32.33489307,-86.3112645,2022/10/3,Code_Violation
NUISANCE,32.33489307,-86.3112645,2023/10/3,Code_Violation
NUISANCE,32.33489307,-86.3112645,2024/4/19,Code_Violation
REPAIR,32.39539705,-86.27799773,2024/5/6,Code_Violation
NUISANCE,32.39530027,-86.27520638,2022/4/12,Code_Violation
NUISANCE,32.31288083,-86.35076404,2021/2/26,Code_Violation
NUISANCE,32.31288083,-86.35076404,2021/3/12,Code_Violation
NUISANCE,32.39530027,-86.27520638,2021/6/3,Code_Violation
NUISANCE,32.36077894,-86.32880333,2022/4/27,Code_Violation
NUISANCE,32.31288083,-86.35076404,2022/2/15,Code_Violation
NUISANCE,32.31288083,-86.35076404,2023/5/9,Code_Violation
NUISANCE,32.31288083,-86.35076404,2023/5/5,Code_Violation
NUISANCE,32.36077894,-86.32880333,2021/12/9,Code_Violation
NUISANCE,32.36077894,-86.32880333,2021/6/9,Code_Violation
NUISANCE,32.36077894,-86.32880333,2021/8/23,Code_Violation
NUISANCE,32.36077894,-86.32880333,2024/5/23,Code_Violation
NUISANCE,32.36040945,-86.3286924,2024/5/23,Code_Violation
NUISANCE,32.36040945,-86.3286924,2021/12/14,Code_Violation
NUISANCE,32.36040945,-86.3286924,2022/4/27,Code_Violation
NUISANCE,32.36019563,-86.32901371,2022/6/15,Code_Violation
NUISANCE,32.36019563,-86.32901371,2021/8/23,Code_Violation
NUISANCE,32.36019563,-86.32901371,2024/5/23,Code_Violation
NUISANCE,32.3578972,-86.33317587,2023/7/28,Code_Violation
NUISANCE,32.33135009,-86.27539781,2024/6/4,Code_Violation
NUISANCE,32.3548653,-86.33466193,2021/8/19,Code_Violation
NUISANCE,32.3548653,-86.33466193,2023/4/14,Code_Violation
NUISANCE,32.33135009,-86.27539781,2024/10/28,Code_Violation
NUISANCE,32.33135009,-86.27539781,2024/9/6,Code_Violation
NUISANCE,32.33135009,-86.27539781,2024/6/11,Code_Violation
NUISANCE,32.3409911,-86.3650067,2022/2/25,Code_Violation
NUISANCE,32.41118764,-86.2821683,2024/1/23,Code_Violation
NUISANCE,32.36667144,-86.26489243,2023/6/22,Code_Violation
NUISANCE,32.36667144,-86.26489243,2024/7/3,Code_Violation
NUISANCE,32.36667144,-86.26489243,2024/7/24,Code_Violation
NUISANCE,32.36667144,-86.26489243,2021/9/23,Code_Violation
NUISANCE,32.36667144,-86.26489243,2023/5/17,Code_Violation
NUISANCE,32.36667144,-86.26489243,2022/5/4,Code_Violation
NUISANCE,32.36667144,-86.26489243,2022/6/24,Code_Violation
NUISANCE,32.36806278,-86.24909159,2022/5/2,Code_Violation
NUISANCE,32.36667144,-86.26489243,2022/5/25,Code_Violation
NUISANCE,32.36667144,-86.26489243,2022/6/2,Code_Violation
NUISANCE,32.36672636,-86.25873691,2023/2/9,Code_Violation
NUISANCE,32.36806278,-86.24909159,2021/8/5,Code_Violation
NUISANCE,32.36806278,-86.24909159,2024/9/10,Code_Violation
NUISANCE,32.36806278,-86.24909159,2023/10/10,Code_Violation
NUISANCE,32.29959558,-86.25138833,2021/4/22,Code_Violation
NUISANCE,32.38521356,-86.22209302,2023/4/26,Code_Violation
NUISANCE,32.33400798,-86.1706884,2024/9/23,Code_Violation
NUISANCE,32.3060164,-86.23558613,2023/7/5,Code_Violation
NUISANCE,32.30557122,-86.23501244,2023/7/5,Code_Violation
NUISANCE,32.3044355,-86.2387634,2021/4/21,Code_Violation
NUISANCE,32.3044355,-86.2387634,2021/5/6,Code_Violation
NUISANCE,32.30526655,-86.2383502,2023/7/5,Code_Violation
NUISANCE,32.30553763,-86.2379844,2023/7/5,Code_Violation
NUISANCE,32.31006273,-86.34487397,2022/4/4,Code_Violation
NUISANCE,32.30921149,-86.34407431,2021/3/16,Code_Violation
NUISANCE,32.37301663,-86.24705575,2022/5/17,Code_Violation
NUISANCE,32.30935414,-86.2456424,2024/8/28,Code_Violation
NUISANCE,32.32043828,-86.25221989,2022/5/11,Code_Violation
NUISANCE,32.39504003,-86.2668873,2023/4/21,Code_Violation
NUISANCE,32.32043828,-86.25221989,2022/5/2,Code_Violation
NUISANCE,32.32104466,-86.25263127,2021/6/21,Code_Violation
NUISANCE,32.32248335,-86.24972472,2022/9/29,Code_Violation
NUISANCE,32.32248335,-86.24972472,2022/8/11,Code_Violation
NUISANCE,32.32104466,-86.25263127,2021/8/19,Code_Violation
NUISANCE,32.35243897,-86.31223069,2022/8/1,Code_Violation
REPAIR,32.35243897,-86.31223069,2023/7/11,Code_Violation
REPAIR,32.35243897,-86.31223069,2023/7/20,Code_Violation
REPAIR,32.35243897,-86.31223069,2023/11/21,Code_Violation
NUISANCE,32.36701363,-86.31517184,2022/12/13,Code_Violation
NUISANCE,32.36701363,-86.31517184,2022/3/18,Code_Violation
REPAIR,32.36673478,-86.31542305,2022/2/23,Code_Violation
NUISANCE,32.36701363,-86.31517184,2021/1/28,Code_Violation
REPAIR,32.36673478,-86.31542305,2021/11/30,Code_Violation
NUISANCE,32.30649747,-86.3405723,2022/4/29,Code_Violation
NUISANCE,32.29982727,-86.34790894,2022/6/13,Code_Violation
NUISANCE,32.29982727,-86.34790894,2021/8/19,Code_Violation
NUISANCE,32.29982727,-86.34790894,2022/9/2,Code_Violation
NUISANCE,32.2972526,-86.34608207,2022/3/22,Code_Violation
NUISANCE,32.2972526,-86.34608207,2022/4/18,Code_Violation
NUISANCE,32.2972526,-86.34608207,2023/8/16,Code_Violation
NUISANCE,32.39734572,-86.24421313,2022/3/2,Code_Violation
NUISANCE,32.34808561,-86.3463941,2022/11/8,Code_Violation
NUISANCE,32.34808561,-86.3463941,2024/8/6,Code_Violation
NUISANCE,32.34809432,-86.34762015,2021/7/8,Code_Violation
NUISANCE,32.34808561,-86.3463941,2021/5/26,Code_Violation
NUISANCE,32.34808561,-86.3463941,2023/7/19,Code_Violation
NUISANCE,32.34809432,-86.34762015,2024/6/7,Code_Violation
NUISANCE,32.34809432,-86.34762015,2024/8/6,Code_Violation
NUISANCE,32.33861658,-86.37204653,2023/8/2,Code_Violation
NUISANCE,32.39785698,-86.24401935,2022/9/21,Code_Violation
NUISANCE,32.39735249,-86.24372602,2022/3/3,Code_Violation
NUISANCE,32.3600524,-86.14517678,2023/9/13,Code_Violation
NUISANCE,32.33104956,-86.20002958,2024/10/16,Code_Violation
NUISANCE,32.35047484,-86.22551291,2024/3/5,Code_Violation
NUISANCE,32.32869442,-86.19890096,2023/7/26,Code_Violation
NUISANCE,32.35047484,-86.22551291,2024/2/14,Code_Violation
NUISANCE,32.35047484,-86.22551291,2024/4/9,Code_Violation
NUISANCE,32.35972978,-86.31835687,2022/8/10,Code_Violation
NUISANCE,32.35047484,-86.22551291,2022/3/1,Code_Violation
NUISANCE,32.35047484,-86.22551291,2022/6/10,Code_Violation
NUISANCE,32.35047484,-86.22551291,2021/7/1,Code_Violation
NUISANCE,32.35929166,-86.32240347,2021/11/5,Code_Violation
NUISANCE,32.35929166,-86.32240347,2021/8/6,Code_Violation
NUISANCE,32.35929166,-86.32240347,2023/2/7,Code_Violation
NUISANCE,32.35929166,-86.32240347,2021/10/22,Code_Violation
NUISANCE,32.35928904,-86.32253816,2021/10/22,Code_Violation
NUISANCE,32.35928904,-86.32253816,2021/8/6,Code_Violation
NUISANCE,32.35928904,-86.32253816,2023/9/1,Code_Violation
NUISANCE,32.35929166,-86.32240347,2023/8/10,Code_Violation
NUISANCE,32.35964152,-86.32290883,2023/2/7,Code_Violation
NUISANCE,32.35965655,-86.3226755,2022/1/4,Code_Violation
NUISANCE,32.36661884,-86.19306337,2021/5/19,Code_Violation
NUISANCE,32.35928904,-86.32253816,2023/2/7,Code_Violation
NUISANCE,32.30223917,-86.26880445,2024/10/22,Code_Violation
NUISANCE,32.36694621,-86.19198358,2022/8/15,Code_Violation
NUISANCE,32.41077329,-86.28232445,2022/6/2,Code_Violation
NUISANCE,32.30196233,-86.2733043,2023/5/30,Code_Violation
NUISANCE,32.35481172,-86.32952246,2023/7/20,Code_Violation
NUISANCE,32.35476114,-86.33169767,2022/5/12,Code_Violation
NUISANCE,32.35476114,-86.33169767,2022/2/9,Code_Violation
NUISANCE,32.3543799,-86.33138602,2022/5/10,Code_Violation
NUISANCE,32.35476114,-86.33169767,2024/4/24,Code_Violation
NUISANCE,32.35476114,-86.33169767,2024/7/30,Code_Violation
NUISANCE,32.35476114,-86.33169767,2023/7/20,Code_Violation
NUISANCE,32.35476114,-86.33169767,2024/4/23,Code_Violation
NUISANCE,32.35437805,-86.33163698,2022/5/10,Code_Violation
NUISANCE,32.37510136,-86.32394767,2022/7/5,Code_Violation
NUISANCE,32.37510136,-86.32394767,2023/7/27,Code_Violation
NUISANCE,32.33845383,-86.2671479,2024/8/21,Code_Violation
NUISANCE,32.37508305,-86.3249264,2022/7/5,Code_Violation
NUISANCE,32.37446383,-86.33413554,2024/3/28,Code_Violation
NUISANCE,32.37446383,-86.33413554,2024/3/28,Code_Violation
NUISANCE,32.37441413,-86.3345405,2024/3/28,Code_Violation
NUISANCE,32.35139491,-86.33836249,2021/3/24,Code_Violation
NUISANCE,32.35201245,-86.33843088,2021/4/20,Code_Violation
NUISANCE,32.35201245,-86.33843088,2023/10/2,Code_Violation
NUISANCE,32.37432623,-86.33486607,2023/4/24,Code_Violation
NUISANCE,32.35207891,-86.33891102,2021/4/20,Code_Violation
NUISANCE,32.33406387,-86.1752521,2024/8/14,Code_Violation
NUISANCE,32.37426276,-86.2757045,2024/10/31,Code_Violation
NUISANCE,32.35523093,-86.1344669,2024/3/20,Code_Violation
OPEN VACANT,32.37426276,-86.2757045,2024/8/29,Code_Violation
OPEN VACANT,32.37426276,-86.2757045,2024/12/10,Code_Violation
OPEN VACANT,32.37426276,-86.2757045,2024/3/6,Code_Violation
OPEN VACANT,32.37426276,-86.2757045,2024/5/17,Code_Violation
NUISANCE,32.37426276,-86.2757045,2024/4/3,Code_Violation
NUISANCE,32.37426276,-86.2757045,2024/4/11,Code_Violation
OPEN VACANT,32.37426276,-86.2757045,2023/10/3,Code_Violation
NUISANCE,32.37426276,-86.2757045,2023/10/4,Code_Violation
NUISANCE,32.37426276,-86.2757045,2022/12/6,Code_Violation
OPEN VACANT,32.37426276,-86.2757045,2022/12/5,Code_Violation
NUISANCE,32.37426276,-86.2757045,2023/10/6,Code_Violation
NUISANCE,32.36503137,-86.33284393,2023/8/10,Code_Violation
NUISANCE,32.36503137,-86.33284393,2022/5/11,Code_Violation
NUISANCE,32.36504554,-86.33226123,2022/8/5,Code_Violation
NUISANCE,32.36504554,-86.33226123,2021/3/2,Code_Violation
NUISANCE,32.34276696,-86.20396729,2021/4/2,Code_Violation
NUISANCE,32.36503137,-86.33284393,2023/5/31,Code_Violation
NUISANCE,32.34325908,-86.2042032,2021/4/2,Code_Violation
NUISANCE,32.36503137,-86.33284393,2024/5/23,Code_Violation
NUISANCE,32.34332384,-86.20463771,2022/7/28,Code_Violation
NUISANCE,32.34298768,-86.20487619,2021/4/2,Code_Violation
NUISANCE,32.34198469,-86.20432436,2023/8/18,Code_Violation
NUISANCE,32.38539482,-86.24403454,2023/8/4,Code_Violation
NUISANCE,32.38539482,-86.24403454,2021/8/12,Code_Violation
NUISANCE,32.38539482,-86.24403454,2021/8/12,Code_Violation
NUISANCE,32.38539482,-86.24403454,2021/7/21,Code_Violation
NUISANCE,32.32155965,-86.14945742,2024/5/3,Code_Violation
